id,heart rate
0,0
1,0
2,0
3,50
4,56
5,68
6,76
7,75
8,72
9,72
10,75
11,73
12,72
13,74
14,70
15,69
16,66
17,73
18,82
19,83
20,83
21,79
22,78
23,78
24,78
25,78
26,0
27,0
28,0
29,0
30,0
31,0
32,8
33,8
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
